is_accepted,score,last_activity_date,creation_date,answer_id,question_id,content_license,owner_reputation,owner_user_id,owner_user_type,owner_accept_rate,owner_profile_image,owner_display_name,owner_link,last_edit_date,community_owned_date,insert_date
True,1,1653663116,1653663116,72407236,72404560,CC BY-SA 4.0,9769,3080723,registered,,https://www.gravatar.com/avatar/99752acfe2e3ef55a82b497faa783847?s=256&d=identicon&r=PG&f=1,Stef,https://stackoverflow.com/users/3080723/stef,,,2022-05-27
True,2,1653662620,1653662620,72407141,72406933,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,,,2022-05-27
True,0,1653661999,1653661999,72407019,72406892,CC BY-SA 4.0,4392,18135454,registered,,https://www.gravatar.com/avatar/044162efe4d2f2a0b413831079fa85c8?s=256&d=identicon&r=PG,constantstranger,https://stackoverflow.com/users/18135454/constantstranger,,,2022-05-27
False,1,1653661650,1653661650,72406958,72406892,CC BY-SA 4.0,296637,7964527,registered,100.0,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,,2022-05-27
True,1,1653657303,1653657303,72406047,72405418,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,,,2022-05-27
False,1,1653657188,1653657188,72406022,72403450,CC BY-SA 4.0,4188,7212929,registered,60.0,https://www.gravatar.com/avatar/e465e06aac39038877a4ec2e808b1c13?s=256&d=identicon&r=PG&f=1,Hamza,https://stackoverflow.com/users/7212929/hamza,,,2022-05-27
True,2,1653656318,1653655405,72405633,72405003,CC BY-SA 4.0,380,16407480,registered,,https://i.stack.imgur.com/ZhRRb.png?s=256&g=1,Drakax,https://stackoverflow.com/users/16407480/drakax,1653656318.0,,2022-05-27
True,1,1653654883,1653654883,72405536,72405480,CC BY-SA 4.0,14438,11897007,registered,,https://i.stack.imgur.com/IoZiJ.png?s=256&g=1,Celius Stingher,https://stackoverflow.com/users/11897007/celius-stingher,,,2022-05-27
False,-1,1653654493,1653650535,72404643,72403450,CC BY-SA 4.0,674,18160754,registered,,https://lh3.googleusercontent.com/a-/AOh14GihZ5KbjU8E_Elh5ap0QuvUSEGW7meKFs4xqRa-zg=k-s256,Ze&#39;ev Ben-Tsvi,https://stackoverflow.com/users/18160754/zeev-ben-tsvi,1653654493.0,,2022-05-27
True,0,1653653513,1653653150,72405202,72404878,CC BY-SA 4.0,8446,3190076,registered,86.0,https://i.stack.imgur.com/hXPhP.jpg?s=256&g=1,alec_djinn,https://stackoverflow.com/users/3190076/alec-djinn,1653653513.0,,2022-05-27
False,1,1653652665,1653652665,72405085,72405003,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,1653652665.0,2022-05-27
True,1,1653652321,1653648660,72404237,72403929,CC BY-SA 4.0,3138,4248842,registered,88.0,https://www.gravatar.com/avatar/c4cd63b9a6ab95b0f9b7be78c8969aac?s=256&d=identicon&r=PG&f=1,Mortz,https://stackoverflow.com/users/4248842/mortz,1653652321.0,,2022-05-27
False,1,1653650820,1653650467,72404619,72404080,CC BY-SA 4.0,14439,1864294,registered,77.0,https://www.gravatar.com/avatar/2b93a0614502fce3ed01786e631b0cb6?s=256&d=identicon&r=PG,Michael Dorner,https://stackoverflow.com/users/1864294/michael-dorner,1653650820.0,,2022-05-27
False,0,1653650496,1653650496,72404626,72404080,CC BY-SA 4.0,14039,3066077,registered,,https://graph.facebook.com/1666991815/picture?type=large,DarrylG,https://stackoverflow.com/users/3066077/darrylg,,,2022-05-27
True,1,1653649901,1653649901,72404481,72404122,CC BY-SA 4.0,126,15863196,registered,,https://i.stack.imgur.com/SxOkJ.png?s=256&g=1,Masoud Gheisari,https://stackoverflow.com/users/15863196/masoud-gheisari,,,2022-05-27
False,1,1653648807,1653648807,72404274,72404130,CC BY-SA 4.0,453,12023921,registered,,https://lh3.googleusercontent.com/-5928CLxN8Ks/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reK2nUcX-gXxfeYrbTAABBwXmG07Q/photo.jpg?sz=256,fam-woodpecker,https://stackoverflow.com/users/12023921/fam-woodpecker,,,2022-05-27
False,0,1653648325,1653648325,72404171,72404080,CC BY-SA 4.0,451619,1863229,registered,58.0,https://i.stack.imgur.com/4sh1l.png?s=256&g=1,Tim Biegeleisen,https://stackoverflow.com/users/1863229/tim-biegeleisen,,,2022-05-27
False,0,1653648316,1653648316,72404167,72404080,CC BY-SA 4.0,25,18211488,registered,,https://www.gravatar.com/avatar/4bcde592e4739b0200225c8e7b7fc2db?s=256&d=identicon&r=PG&f=1,new2cod3,https://stackoverflow.com/users/18211488/new2cod3,,,2022-05-27
True,2,1653646870,1653633714,72401428,72400165,CC BY-SA 4.0,52627,12833166,registered,,https://i.stack.imgur.com/xp9wa.jpg?s=256&g=1,Shubham Sharma,https://stackoverflow.com/users/12833166/shubham-sharma,1653646870.0,,2022-05-27
False,1,1653645339,1653645339,72403603,72403021,CC BY-SA 4.0,497,3760994,registered,,https://i.stack.imgur.com/TTBi7.jpg?s=256&g=1,Augusto Sisa,https://stackoverflow.com/users/3760994/augusto-sisa,,,2022-05-27
True,1,1653643811,1653643811,72403299,72403031,CC BY-SA 4.0,151,18927125,registered,,https://www.gravatar.com/avatar/d0cfcb45f74b959a514c2e44a2d84547?s=256&d=identicon&r=PG,Nohman,https://stackoverflow.com/users/18927125/nohman,,,2022-05-27
False,1,1653642945,1653642945,72403122,72403031,CC BY-SA 4.0,1124,4804026,registered,54.0,https://www.gravatar.com/avatar/a907a7eb09c692462a43c5d792580f19?s=256&d=identicon&r=PG&f=1,AndyMoore,https://stackoverflow.com/users/4804026/andymoore,,,2022-05-27
False,1,1653641764,1653641764,72402902,72402671,CC BY-SA 4.0,21,15550247,registered,,https://www.gravatar.com/avatar/ed3ba921312d427f5c3695c974247c5a?s=256&d=identicon&r=PG&f=1,aels747,https://stackoverflow.com/users/15550247/aels747,,,2022-05-27
True,3,1653641441,1653641441,72402843,72402671,CC BY-SA 4.0,21609,10785975,registered,,https://www.gravatar.com/avatar/c668b4905932bb9e8abe4d881e689a36?s=256&d=identicon&r=PG&f=1,Daweo,https://stackoverflow.com/users/10785975/daweo,,,2022-05-27
True,1,1653639051,1653638533,72402281,72399477,CC BY-SA 4.0,561196,3832970,registered,,https://i.stack.imgur.com/IFOp5.jpg?s=256&g=1,Wiktor Stribiżew,https://stackoverflow.com/users/3832970/wiktor-stribi%c5%bcew,1653639051.0,,2022-05-27
True,2,1653636320,1653635945,72401807,72401746,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,1653636320.0,,2022-05-27
False,1,1653634843,1653634843,72401612,72401499,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-27
True,1,1653632205,1653632205,72401203,72400748,CC BY-SA 4.0,5412,3741571,registered,2.0,https://i.stack.imgur.com/0WXuV.jpg?s=256&g=1,chenzhongpu,https://stackoverflow.com/users/3741571/chenzhongpu,,,2022-05-27
False,0,1653632154,1653631299,72401090,72400813,CC BY-SA 4.0,106,19209498,registered,,https://www.gravatar.com/avatar/fe54ebfffcb9869041ef5d179cef56d9?s=256&d=identicon&r=PG,tripp,https://stackoverflow.com/users/19209498/tripp,1653632154.0,,2022-05-27
False,1,1653631455,1653631455,72401107,72400748,CC BY-SA 4.0,6844,3888719,registered,100.0,https://i.stack.imgur.com/J9MjX.jpg?s=256&g=1,Michael Delgado,https://stackoverflow.com/users/3888719/michael-delgado,,,2022-05-27
True,3,1653629999,1653629999,72400919,72400813,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-27
True,1,1653629805,1653628806,72400788,72400752,CC BY-SA 4.0,729374,2901002,registered,97.0,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653629805.0,,2022-05-27
False,0,1653626242,1653626242,72400516,72400452,CC BY-SA 4.0,1260,17750431,registered,,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-27
True,1,1653625786,1653625786,72400482,72400452,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-27
True,1,1653624648,1653624137,72400343,72400221,CC BY-SA 4.0,49150,8380272,registered,,https://lh5.googleusercontent.com/-3ZL-hcLCA44/AAAAAAAAAAI/AAAAAAAAAag/L1xahsLXycQ/photo.jpg?sz=256,onyambu,https://stackoverflow.com/users/8380272/onyambu,1653624648.0,,2022-05-27
True,3,1653623476,1653621388,72400080,72399848,CC BY-SA 4.0,2224,19123103,registered,,https://www.gravatar.com/avatar/68bb264e545b3367adad647a251e9fe6?s=256&d=identicon&r=PG&f=1,not a robot,https://stackoverflow.com/users/19123103/not-a-robot,1653623476.0,,2022-05-27
False,1,1653623353,1653623353,72400263,72399683,CC BY-SA 4.0,101,9831290,registered,,https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256,Shahrukh Khalidi,https://stackoverflow.com/users/9831290/shahrukh-khalidi,,,2022-05-27
False,1,1653619574,1653619574,72399936,72399838,CC BY-SA 4.0,1503,18320654,registered,,https://i.stack.imgur.com/oyCua.jpg?s=256&g=1,Zero,https://stackoverflow.com/users/18320654/zero,,,2022-05-27
True,1,1653614043,1653614043,72399503,72399478,CC BY-SA 4.0,296637,7964527,registered,100.0,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,,2022-05-27
True,2,1653612464,1653612464,72399366,72399296,CC BY-SA 4.0,4392,18135454,registered,,https://www.gravatar.com/avatar/044162efe4d2f2a0b413831079fa85c8?s=256&d=identicon&r=PG,constantstranger,https://stackoverflow.com/users/18135454/constantstranger,,,2022-05-27
False,1,1653612291,1653612291,72399355,72399296,CC BY-SA 4.0,1260,17750431,registered,,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-27
True,1,1653994942,1653651493,72404842,72404598,CC BY-SA 4.0,70159,15239951,registered,,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,1653994942.0,,2022-05-27
False,1,1653994928,1653653263,72405224,72404598,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,1653994928.0,,2022-05-27
True,1,1653920654,1653638839,72402335,72402171,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,1653920654.0,,2022-05-27
True,1,1653801629,1653678810,72410090,72410038,CC BY-SA 4.0,80564,16343464,registered,,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,1653801629.0,,2022-05-27
False,0,1653790184,1653790184,72420453,72405047,CC BY-SA 4.0,59,19191829,registered,,https://www.gravatar.com/avatar/001e3e02e26a8e7a0716152f32037063?s=256&d=identicon&r=PG,AKS,https://stackoverflow.com/users/19191829/aks,,,2022-05-27
True,-1,1653760498,1653661645,72406956,72406160,CC BY-SA 4.0,133376,6361531,registered,80.0,https://i.stack.imgur.com/BRRGS.png?s=256&g=1,Scott Boston,https://stackoverflow.com/users/6361531/scott-boston,1653760498.0,,2022-05-27
False,0,1653738399,1653738399,72415426,72400300,CC BY-SA 4.0,1305,11985088,registered,,https://www.gravatar.com/avatar/d939db1ace1a8ed314172d21556232f9?s=256&d=identicon&r=PG&f=1,inquirer,https://stackoverflow.com/users/11985088/inquirer,,,2022-05-27
True,1,1653685063,1653685063,72411008,72410951,CC BY-SA 4.0,1260,17750431,registered,,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-27
False,0,1653677431,1653677431,72409902,72405304,CC BY-SA 4.0,1305,11985088,registered,,https://www.gravatar.com/avatar/d939db1ace1a8ed314172d21556232f9?s=256&d=identicon&r=PG&f=1,inquirer,https://stackoverflow.com/users/11985088/inquirer,,,2022-05-27
False,1,1653674940,1653674012,72409326,72409253,CC BY-SA 4.0,16195,10315163,registered,,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,1653674940.0,,2022-05-27
False,2,1653673402,1653673402,72409233,72409142,CC BY-SA 4.0,16195,10315163,registered,,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-27
False,0,1653671467,1653671467,72408903,72403130,CC BY-SA 4.0,1631,3968761,registered,75.0,https://i.stack.imgur.com/DinNM.jpg?s=256&g=1,jch,https://stackoverflow.com/users/3968761/jch,,,2022-05-27
True,1,1653664322,1653664322,72407511,72407349,CC BY-SA 4.0,16195,10315163,registered,,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-27
False,-1,1653661311,1653660911,72406802,72406160,CC BY-SA 4.0,3303,7281675,registered,60.0,https://www.gravatar.com/avatar/e5051a7115b414b6f7f069073dfc12de?s=256&d=identicon&r=PG&f=1,keramat,https://stackoverflow.com/users/7281675/keramat,1653661311.0,,2022-05-27
True,0,1653658516,1653658516,72406296,72406255,CC BY-SA 4.0,5403,10237506,registered,,https://i.stack.imgur.com/VAFA3.jpg?s=256&g=1,rv.kvetch,https://stackoverflow.com/users/10237506/rv-kvetch,,,2022-05-27
False,0,1653658477,1653658477,72406289,72406255,CC BY-SA 4.0,3303,7281675,registered,60.0,https://www.gravatar.com/avatar/e5051a7115b414b6f7f069073dfc12de?s=256&d=identicon&r=PG&f=1,keramat,https://stackoverflow.com/users/7281675/keramat,,,2022-05-27
False,0,1653655062,1653655062,72405571,72399746,CC BY-SA 4.0,1449,14870925,registered,,https://i.stack.imgur.com/kzvrY.jpg?s=256&g=1,Alex Serra Marrugat,https://stackoverflow.com/users/14870925/alex-serra-marrugat,,,2022-05-27
False,0,1653650801,1653646142,72403772,72403130,CC BY-SA 4.0,4420,5363686,registered,,https://i.stack.imgur.com/BdgYs.jpg?s=256&g=1,Serge de Gosson de Varennes,https://stackoverflow.com/users/5363686/serge-de-gosson-de-varennes,1653650801.0,,2022-05-27
True,0,1653648201,1653648201,72404142,72404064,CC BY-SA 4.0,4188,7212929,registered,60.0,https://www.gravatar.com/avatar/e465e06aac39038877a4ec2e808b1c13?s=256&d=identicon&r=PG&f=1,Hamza,https://stackoverflow.com/users/7212929/hamza,,,2022-05-27
False,0,1653642326,1653642326,72403017,72402856,CC BY-SA 4.0,21609,10785975,registered,,https://www.gravatar.com/avatar/c668b4905932bb9e8abe4d881e689a36?s=256&d=identicon&r=PG&f=1,Daweo,https://stackoverflow.com/users/10785975/daweo,,,2022-05-27
False,0,1653640636,1653640636,72402678,72402171,CC BY-SA 4.0,11,19077881,registered,,https://www.gravatar.com/avatar/201b6c35e32b5629090d0652c5d60bd7?s=256&d=identicon&r=PG,user19077881,https://stackoverflow.com/users/19077881/user19077881,,,2022-05-27
True,1,1653640209,1653640209,72402599,72402518,CC BY-SA 4.0,165,10115198,registered,,https://www.gravatar.com/avatar/c86dab30859d4691b15dd02d434e90bd?s=256&d=identicon&r=PG&f=1,Baobab,https://stackoverflow.com/users/10115198/baobab,,,2022-05-27
False,1,1653640188,1653640188,72402595,72402518,CC BY-SA 4.0,122997,9473764,registered,,https://i.stack.imgur.com/O15t5.jpg?s=256&g=1,Nick,https://stackoverflow.com/users/9473764/nick,,,2022-05-27
False,0,1653634017,1653634017,72401477,72400598,CC BY-SA 4.0,201570,901925,registered,,https://www.gravatar.com/avatar/8bbd70aaeb3a97d0087daf93c2be8804?s=256&d=identicon&r=PG,hpaulj,https://stackoverflow.com/users/901925/hpaulj,,,2022-05-27
False,0,1653630782,1653630782,72401019,72400913,CC BY-SA 4.0,29,18746959,registered,,https://www.gravatar.com/avatar/6f7f4ffc77706fe22bc91681d69a77bf?s=256&d=identicon&r=PG,The Thonnu,https://stackoverflow.com/users/18746959/the-thonnu,,,2022-05-27
True,1,1653629959,1653629605,72400881,72400858,CC BY-SA 4.0,729374,2901002,registered,97.0,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,1653629959.0,,2022-05-27
True,0,1653619725,1653619725,72399942,72399731,CC BY-SA 4.0,765,4365143,registered,,https://lh4.googleusercontent.com/-tAr9BqNXR6s/AAAAAAAAAAI/AAAAAAAAAGc/4b3jV0J3gyg/photo.jpg?sz=256,taipei,https://stackoverflow.com/users/4365143/taipei,,,2022-05-27
False,0,1653618806,1653618806,72399875,72399746,CC BY-SA 4.0,35,13214782,registered,,https://lh3.googleusercontent.com/a-/AOh14Gi-vvXI0ccJxW81OdkOjJlwjDuKoHboEiCbID9cSw=k-s256,Hammad Shahzad,https://stackoverflow.com/users/13214782/hammad-shahzad,,,2022-05-27
False,0,1653617950,1653617950,72399793,72399603,CC BY-SA 4.0,16195,10315163,registered,,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-27
False,0,1653616116,1653616116,72399659,72399603,CC BY-SA 4.0,1260,17750431,registered,,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-27
False,0,1653615022,1653615022,72399575,72399515,CC BY-SA 4.0,20033,9857631,registered,,https://www.gravatar.com/avatar/c0befb2a32e9e8e9593994cfff5dbcfc?s=256&d=identicon&r=PG&f=1,not_speshal,https://stackoverflow.com/users/9857631/not-speshal,,,2022-05-27
False,0,1653614684,1653614684,72399552,72399515,CC BY-SA 4.0,296637,7964527,registered,100.0,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,,2022-05-27
False,0,1653613620,1653613620,72399473,72399290,CC BY-SA 4.0,20033,9857631,registered,,https://www.gravatar.com/avatar/c0befb2a32e9e8e9593994cfff5dbcfc?s=256&d=identicon&r=PG&f=1,not_speshal,https://stackoverflow.com/users/9857631/not-speshal,,,2022-05-27
